state,state_,city,relation_id_state,relation_id_city,url
Quebec,QC,La Guadeloupe,,,
Quebec,QC,Puvirnituq,,,
Quebec,QC,Gore,,,
Quebec,QC,"Chambord, Quebec",,,
Quebec,QC,Dudswell,,,
Quebec,QC,Saint-Narcisse,,,
Quebec,QC,"Waswanipi, Quebec",,,
Quebec,QC,Inukjuak,,,
Quebec,QC,Saint-Zacharie,,,
Quebec,QC,Hemmingford,,,
Quebec,QC,Saint-Clet,,,
Quebec,QC,Saint-Ours,,,
Quebec,QC,Sainte-Anne-de-la-Pocati??re,,,
Quebec,QC,Saint-Placide,,,
Quebec,QC,Sainte-Clotilde,,,
Quebec,QC,Nouvelle,,,
Quebec,QC,Yamaska,,,
Quebec,QC,Saint-?lie-de-Caxton,,,
Quebec,QC,Price,,,
Quebec,QC,Saint-Jacques-le-Mineur,,,
Quebec,QC,Champlain,,,
Quebec,QC,Saint-Antoine-sur-Richelieu,,,
Quebec,QC,Sos,,,
Quebec,QC,Saint-Stanislas-de-Kostka,,,
Quebec,QC,Frontenac,,,
Quebec,QC,Yamaska,,,
Quebec,QC,Saintes,,,
Quebec,QC,Saint-Charles-sur-Richelieu,,,
Quebec,QC,Saint-Joseph-de-Sorel,,,
Quebec,QC,Saint-Ulric,,,
Quebec,QC,Sainte-H??l??ne-de-Bagot,,,
Quebec,QC,Franklin,,,
Quebec,QC,Mille-Isles,,,
Quebec,QC,Lyster,,,
Quebec,QC,Sainte-Clotilde-de-Horton,,,
Quebec,QC,Fossambault-sur-le-Lac,,,
Quebec,QC,Saint-Beno?t-Labre,,,
Quebec,QC,Chapais,,,
Quebec,QC,Saint-Honor??-de-Shenley,,,
Quebec,QC,Cleveland,,,
Quebec,QC,Messines,,,
Quebec,QC,Saint-Jean-de-Dieu,,,
Quebec,QC,Saint-Antoine-de-Tilly,,,
Quebec,QC,Saint-Vran,,,
Quebec,QC,Uashat,,,
Quebec,QC,Baie-James,,,
Quebec,QC,Shawville,,,
Quebec,QC,Saint-Lucien,,,
Quebec,QC,Lambton,,,
Quebec,QC,Saint-Laurent-de-Lin,,,
Quebec,QC,"Saint-Flavien, Quebec",,,
Quebec,QC,Grenville,,,
Quebec,QC,Chute-aux-Outardes,,,
Quebec,QC,Sainte-Marcelline-de-Kildare,,,
Quebec,QC,"Saint-F??lix-de-Kingsey, Quebec",,,
Quebec,QC,"Sainte-?lisabeth, Quebec",,,
Quebec,QC,Saint-Bernard-de-Lacolle,,,
Quebec,QC,Saint-Guillaume,,,
Quebec,QC,Venise-en-Qu??bec,,,
Quebec,QC,Maliotenam,,,
Quebec,QC,Ripon,,,
Quebec,QC,Saint-Paulin,,,
Quebec,QC,"Saint-Albert, Quebec",,,
Quebec,QC,Matagami,,,
Quebec,QC,Amherst,,,
Quebec,QC,Notre-Dame-du-Laus,,,
Quebec,QC,Saint-Tite-des-Caps,,,
Quebec,QC,Val-Joli,,,
Quebec,QC,Saint-Casimir,,,
Quebec,QC,Saint-Malachie,,,
Quebec,QC,Salluit,,,
Quebec,QC,Saint-Louis-de-Gonzague,,,
Quebec,QC,Saint-Urbain,,,
Quebec,QC,Tring-Jonction,,,
Quebec,QC,Pointe-??-la-Croix,,,
Quebec,QC,Saint-Joachim,,,
Quebec,QC,Saint-Th??odore-d'Acton,,,
Quebec,QC,L?€? ??sle-Verte,,,
Quebec,QC,Palmarolle,,,
Quebec,QC,Henryville,,,
Quebec,QC,"Saint-Odilon-de-Cranbourne, Quebec",,,
Quebec,QC,Laurierville,,,
Quebec,QC,La Dor??,,,
Quebec,QC,Lac-au-Saumon,,,
Quebec,QC,Wotton,,,
Quebec,QC,Wemindji,,,
Quebec,QC,Rivi??re-H??va,,,
Quebec,QC,Fort-Coulonge,,,
Quebec,QC,Godmanchester,,,
Quebec,QC,"Saint-Simon, Mont??r??gie, Quebec",,,
Quebec,QC,Tingwick,,,
Quebec,QC,Saint-Aubert,,,
Quebec,QC,Saint-Mathieu-du-Parc,,,
Quebec,QC,"Ragueneau, Quebec",,,
Quebec,QC,Notre-Dame-du-Bon-Conseil,,,
Quebec,QC,Saint-Ubalde,,,
Quebec,QC,Berthier-sur-Mer,,,
Quebec,QC,Frampton,,,
Quebec,QC,New Carlisle,,,
Quebec,QC,Wentworth-Nord,,,
Quebec,QC,Sainte-Ursule,,,
Quebec,QC,Nantes,,,
Quebec,QC,Lac-aux-Sables,,,
Quebec,QC,Vaudreuil-sur-le-Lac,,,
Quebec,QC,Rouyn-Noranda,,,
Quebec,QC,H??rouxville,,,
Quebec,QC,Pointe-des-Cascades,,,
Quebec,QC,L'Isle-aux-Allumettes,,,
Quebec,QC,Sainte-Brigide-d'Iberville,,,
Quebec,QC,Les,,,
Quebec,QC,Pointe-aux-Outardes,,,
Quebec,QC,Sainte-Barbe,,,
Quebec,QC,Saint-Louis-du-Ha! Ha!,,,
Quebec,QC,Le Saint,,,
Quebec,QC,Rivi??re-Bleue,,,
Quebec,QC,Noyan,,,
Quebec,QC,Saint-Hugues,,,
Quebec,QC,Sainte-Anne-du-Sault,,,
Quebec,QC,La Conception,,,
Quebec,QC,Saint-Val??re,,,
Quebec,QC,L'Isle-aux-Coudres,,,
Quebec,QC,Larouche,,,
Quebec,QC,Lorrainville,,,
Quebec,QC,Sainte-Lucie-des-Laurentides,,,
Quebec,QC,Saint-Alexis,,,
Quebec,QC,Roxton Falls,,,
Quebec,QC,Clarendon,,,
Quebec,QC,Saint-Ludger,,,
Quebec,QC,Saint-Ars??ne,,,
Quebec,QC,Racine,,,
Quebec,QC,Saint-Majorique-de-Grantham,,,
Quebec,QC,Saint-Z??non,,,
Quebec,QC,Saint-Armand,,,
Quebec,QC,Le Saint,,,
Quebec,QC,Listuguj,,,
Quebec,QC,Saint-Hubert-de-Rivi??re-du-Loup,,,
Quebec,QC,"Saint-Jude, Quebec",,,
Quebec,QC,La Minerve,,,
Quebec,QC,Notre-Dame-des-Pins,,,
Quebec,QC,"Saint-Alban, Quebec",,,
Quebec,QC,Saint-Pierre-les-Becquets,,,
Quebec,QC,Labrecque,,,
Quebec,QC,Wemotaci,,,
Quebec,QC,Sainte-H??n??dine,,,
Quebec,QC,L'Anse-Saint-Jean,,,
Quebec,QC,Akwesasne,,,
Quebec,QC,L?€?Avenir,,,
Quebec,QC,Notre-Dame-du-Portage,,,
Quebec,QC,Saint-Norbert-d'Arthabaska,,,
Quebec,QC,Saint-Hilarion,,,
Quebec,QC,Saint-Sim??on,,,
Quebec,QC,Saint-Barnab??,,,
Quebec,QC,Sainte-F??licit??,,,
Quebec,QC,Bury,,,
Quebec,QC,Lac-Bouchette,,,
Quebec,QC,Saint-Lazare-de-Bellechasse,,,
Quebec,QC,Saint-Michel-du-Squatec,,,
Quebec,QC,Saint-Joachim-de-Shefford,,,
Quebec,QC,Grand-Remous,,,
Quebec,QC,Saint-Gabriel-de-Rimouski,,,
Quebec,QC,Sainte-Marie-Salom??,,,
Quebec,QC,"Saint-Cyprien, Bas-Saint-Laurent, Quebec",,,
Quebec,QC,Tr??s-Saint-Sacrement,,,
Quebec,QC,Saints-Anges,,,
Quebec,QC,Saint-Urbain-Premier,,,
Quebec,QC,Sainte-Agathe-de-Lotbini??re,,,
Quebec,QC,Turkey,,,
Quebec,QC,Grande-Vall??e,,,
Quebec,QC,"Mont-Carmel, Quebec",,,
Quebec,QC,Saint-Eug??ne,,,
Quebec,QC,Notre-Dame-des-Neiges,,,
Quebec,QC,Saint-L??on-de-Standon,,,
Quebec,QC,Saint-Modeste,,,
Quebec,QC,Sainte-Sabine,,,
Quebec,QC,Saint-Maxime-du-Mont-Louis,,,
Quebec,QC,Blanc-Sablon,,,
Quebec,QC,Frelighsburg,,,
Quebec,QC,Ayer,,,
Quebec,QC,Les M??chins,,,
Quebec,QC,Sainte-Marguerite,,,
Quebec,QC,Saint-Claude,,,
Quebec,QC,Girardville,,,
Quebec,QC,Saint-Bruno-de-Guigues,,,
Quebec,QC,Saint-Narcisse-de-Beaurivage,,,
Quebec,QC,Saint-Ren??,,,
Quebec,QC,Sainte-Jeanne-d'Arc,,,
Quebec,QC,Plaisance,,,
Quebec,QC,Roxton-Sud,,,
Quebec,QC,Saint-Fr??d??ric,,,
Quebec,QC,Montr??al-Est,,,
Quebec,QC,Saint-Patrice-de-Beaurivage,,,
Quebec,QC,Sainte-Marthe,,,
Quebec,QC,Notre-Dame-du-Nord,,,
Quebec,QC,Saint-Aim??-des-Lacs,,,
Quebec,QC,Lac-Drolet,,,
Quebec,QC,Saint-Wenceslas,,,
Quebec,QC,Sainte-Genevi??ve-de-Batiscan,,,
Quebec,QC,Saint-Justin,,,
Quebec,QC,Saint-Norbert,,,
Quebec,QC,Rivi??re-Ouelle,,,
Quebec,QC,Stukely-Sud,,,
Quebec,QC,Saint-Georges-de-Clarenceville,,,
Quebec,QC,Sainte-Th??r??se-de-Gasp??,,,
Quebec,QC,Desbiens,,,
Quebec,QC,La Macaza,,,
Quebec,QC,Saint-Vallier,,,
Quebec,QC,Saint-Joseph-de-Coleraine,,,
Quebec,QC,Sainte-P??tronille,,,
Quebec,QC,Bristol,,,
Quebec,QC,Saint-Sylvestre,,,
Quebec,QC,Saint-Stanislas,,,
Quebec,QC,Longue-Rive,,,
Quebec,QC,Saint-L??onard-de-Portneuf,,,
Quebec,QC,Saint-Narcisse-de-Rimouski,,,
Quebec,QC,Saint-Bonaventure,,,
Quebec,QC,Brazil,,,
Quebec,QC,Baie-du-Febvre,,,
Quebec,QC,Durham-Sud,,,
Quebec,QC,Melbourne,,,
Saskatchewan,SK,Saskatoon,,,
Saskatchewan,SK,Regina,,,
Saskatchewan,SK,Prince Albert,,,
Saskatchewan,SK,Moose Jaw,,,
Saskatchewan,SK,Lloydminster,,,
Saskatchewan,SK,Swift Current,,,
Saskatchewan,SK,Yorkton,,,
Saskatchewan,SK,North Battleford,,,
Saskatchewan,SK,Estevan,,,
Saskatchewan,SK,Warman,,,
Saskatchewan,SK,Weyburn,,,
Saskatchewan,SK,Martensville,,,
Saskatchewan,SK,Rural Municipality of Corman Park No. 344,,,
Saskatchewan,SK,Melfort,,,
Saskatchewan,SK,Humboldt,,,
Saskatchewan,SK,La Ronge,,,
Saskatchewan,SK,Meadow Lake,,,
Saskatchewan,SK,Flin Flon,,,
Saskatchewan,SK,Kindersley,,,
Saskatchewan,SK,Melville,,,
Saskatchewan,SK,Rural Municipality of Edenwold No. 158,,,
Saskatchewan,SK,Nipawin,,,
Saskatchewan,SK,Battleford,,,
Saskatchewan,SK,Rural Municipality of Prince Albert No. 461,,,
Saskatchewan,SK,Rural Municipality of Buckland No. 491,,,
Saskatchewan,SK,Tisdale,,,
Saskatchewan,SK,White City,,,
Saskatchewan,SK,Rural Municipality of Vanscoy No. 345,,,
Saskatchewan,SK,La Loche,,,
Saskatchewan,SK,Pelican Narrows,,,
Saskatchewan,SK,Unity,,,
Saskatchewan,SK,Rural Municipality of Meadow Lake No. 588,,,
Saskatchewan,SK,Moosomin,,,
Saskatchewan,SK,Esterhazy,,,
Saskatchewan,SK,Rosetown,,,
Saskatchewan,SK,Dundurn No. 314,,,
Saskatchewan,SK,Assiniboia,,,
Saskatchewan,SK,Rosthern No. 403,,,
Saskatchewan,SK,Outlook,,,
Saskatchewan,SK,Canora,,,
Saskatchewan,SK,Pilot Butte,,,
Saskatchewan,SK,Biggar,,,
Saskatchewan,SK,Rural Municipality of Britannia No. 502,,,
Saskatchewan,SK,Maple Creek,,,
Saskatchewan,SK,Rama,,,
Saskatchewan,SK,Blucher,,,
Saskatchewan,SK,Lumsden No. 189,,,
Saskatchewan,SK,Rural Municipality of Swift Current No. 137,,,
Saskatchewan,SK,Fort Qu?€?Appelle,,,
Saskatchewan,SK,Indian Head,,,
Saskatchewan,SK,Watrous,,,
Saskatchewan,SK,Rural Municipality of Orkney No. 244,,,
Saskatchewan,SK,Dalmeny,,,
Saskatchewan,SK,Kamsack,,,
Saskatchewan,SK,Lumsden,,,
Saskatchewan,SK,Wynyard,,,
Saskatchewan,SK,Shaunavon,,,
Saskatchewan,SK,Rosthern,,,
Saskatchewan,SK,Rural Municipality of Wilton No. 472,,,
Saskatchewan,SK,Balgonie,,,
Saskatchewan,SK,Rural Municipality of Shellbrook No. 493,,,
Saskatchewan,SK,Hudson Bay,,,
Saskatchewan,SK,Carlyle,,,
Saskatchewan,SK,Langham,,,
Saskatchewan,SK,Frenchman Butte,,,
Saskatchewan,SK,Rural Municipality of Torch River No. 488,,,
Saskatchewan,SK,Shellbrook,,,
Saskatchewan,SK,Macklin,,,
Saskatchewan,SK,Creighton,,,
Saskatchewan,SK,Laird No. 404,,,
Saskatchewan,SK,Rural Municipality of Canwood No. 494,,,
Saskatchewan,SK,Rural Municipality of Estevan No. 5,,,
Saskatchewan,SK,Spiritwood No. 496,,,
Saskatchewan,SK,Oxbow,,,
Saskatchewan,SK,Wadena,,,
Saskatchewan,SK,Wilkie,,,
Saskatchewan,SK,?le-??-la-Crosse,,,
Saskatchewan,SK,Rural Municipality of South Qu'Appelle No. 157,,,
Saskatchewan,SK,Mervin No. 499,,,
Saskatchewan,SK,"Osler, Saskatchewan",,,
Saskatchewan,SK,Lanigan,,,
Saskatchewan,SK,Lajord No. 128,,,
Saskatchewan,SK,Beaver River,,,
Saskatchewan,SK,Langenburg,,,
Saskatchewan,SK,Moose Jaw No. 161,,,
Saskatchewan,SK,Maidstone,,,
Saskatchewan,SK,Battle River No. 438,,,
Saskatchewan,SK,Kipling,,,
Saskatchewan,SK,Carnduff,,,
Saskatchewan,SK,Foam Lake,,,
Saskatchewan,SK,Gravelbourg,,,
Saskatchewan,SK,Rural Municipality of Hudson Bay No. 394,,,
Saskatchewan,SK,Buffalo Narrows,,,
Saskatchewan,SK,Air Ronge,,,
Saskatchewan,SK,Grenfell,,,
Saskatchewan,SK,Rural Municipality of St. Louis No. 431,,,
Saskatchewan,SK,Regina Beach,,,
Saskatchewan,SK,Pinehouse,,,
Saskatchewan,SK,Preeceville,,,
Saskatchewan,SK,Rural Municipality of Maple Creek No. 111,,,
Saskatchewan,SK,Rural Municipality of Weyburn No. 67,,,
Saskatchewan,SK,Birch Hills,,,
Saskatchewan,SK,Kerrobert,,,
Saskatchewan,SK,Eston,,,
Saskatchewan,SK,Kindersley No. 290,,,
Saskatchewan,SK,Delisle,,,
Saskatchewan,SK,Waldheim,,,
Saskatchewan,SK,Davidson,,,
Saskatchewan,SK,Rural Municipality of Longlaketon No. 219,,,
Saskatchewan,SK,Nipawin No. 487,,,
Saskatchewan,SK,Duck Lake No. 463,,,
Yukon,YT,Whitehorse,,,
Yukon,YT,Dawson City,,,
